"student","social","gender","take_exam","Fi","CBi","Vi","MApi","PApi","total_time","total_activity","qp_time","wa_time","qp_activity","wa_activity","total_time_be","total_activity_be","pretest","posttest","exam_norm","lgain_pp","lgain_pe"
"user0456","individual","male","no",0.42,0.35,0.67,0.5,0.11,0,0,0,0,0,0,0,0,0,NA,-1,NA,NA
"user0457","individual","male","yes",0.5,0.5,0.53,0.67,0.67,0,0,0,0,0,0,0,0,0.27,0.91,0.97,0.876712328767123,0.958904109589041
"user0458","individual","male","no",0.58,0.8,0.8,0.83,0.33,0,0,0,0,0,0,0,0,0.45,NA,-1,NA,NA
"user0459","individual","male","no",0.42,0.25,0.73,0.33,0.22,0,0,0,0,0,0,0,0,0.09,NA,-1,NA,NA
"user0460","individual","male","yes",0.5,0.2,0.67,0.72,0.67,0,0,0,0,0,0,0,0,0.09,NA,0.9,NA,0.89010989010989
"user0461","individual",NA,"yes",NA,NA,NA,NA,NA,5000,652,3550,1450,91,561,5000,652,0.82,0.82,0.88,0,0.333333333333334
"user0462","individual",NA,"yes",NA,NA,NA,NA,NA,14749,760,8617,6132,132,628,0,0,NA,0.82,0.6,NA,NA
"user0463","individual",NA,"yes",NA,NA,NA,NA,NA,2834,346,2304,530,72,274,0,0,NA,1,0.97,NA,NA
"user0465","social",NA,"no",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA
"user0503","social","male","no",0.83,1,0.93,0.94,1,0,0,0,0,0,0,0,0,0.36,NA,-1,NA,NA
"user0504","social","female","yes",0.33,0.5,0.87,0.39,0,1737,109,1476,261,33,76,1737,109,0.18,0.64,0.59,0.560975609756098,0.5
"user0505","social","male","yes",0.58,0.5,0.8,0.44,0.67,0,0,0,0,0,0,0,0,0.09,0.45,0.58,0.395604395604396,0.538461538461538
"user0506","social","male","yes",0.67,0.45,0.67,0.72,0.72,0,0,0,0,0,0,0,0,0.73,NA,0.78,NA,0.185185185185185
"user0507","social","female","yes",0.58,0.45,0.6,0.72,0,0,0,0,0,0,0,0,0,0.09,NA,0.28,NA,0.208791208791209
"user0508","social",NA,"yes",NA,NA,NA,NA,NA,74,3,74,0,3,0,74,3,0.09,0.09,0.76,0,0.736263736263736
"user0509","social","female","yes",0.58,0.3,0.6,0.78,0.17,3909,194,3539,370,53,141,165,4,0.09,0.82,0.6,0.802197802197802,0.56043956043956
"user0510","social","female","yes",0.75,0.65,0.93,0.94,0.44,1525,110,1309,216,24,86,0,0,0.18,NA,0.9,NA,0.878048780487805
"user0511","social","female","yes",0.75,0.1,0.6,0.78,0.72,2912,97,2689,223,50,47,0,0,0.18,0.82,0.85,0.780487804878049,0.817073170731707
"user0512","social","female","yes",0.5,0.25,0.6,0.67,0.67,7718,643,5784,1934,124,519,7074,627,0,0.73,0.96,0.73,0.96
"user0513","social","male","yes",0.83,0.55,0.8,0.89,1,0,0,0,0,0,0,0,0,0,0.73,0.5,0.73,0.5
"user0514","social","male","yes",0.67,0.55,0.4,0.5,0.61,0,0,0,0,0,0,0,0,0.27,NA,0.8,NA,0.726027397260274
"user0515","social","male","yes",0.75,0.75,0.87,1,0.72,3396,268,1911,1485,37,231,1979,215,NA,1,0.91,NA,NA
"user0516","social","male","yes",1,0.8,1,0.94,0.67,962,208,576,386,25,183,962,208,0.18,0.82,0.88,0.780487804878049,0.853658536585366
"user0517","social","male","yes",0.17,0.55,0.47,0.83,0.83,5741,771,4001,1740,105,666,0,0,0.18,0.64,0.89,0.560975609756098,0.865853658536585
"user0518","social","female","yes",0.83,0.9,0.93,0.83,0.67,8379,677,4875,3504,162,515,8379,677,0.45,0.91,0.93,0.836363636363636,0.872727272727273
"user0519","social","male","no",0.67,0.55,1,0.83,0.89,0,0,0,0,0,0,0,0,0.18,NA,-1,NA,NA
"user0520","social","male","yes",0.67,0.8,1,0.94,0.72,8781,560,6329,2452,94,466,8781,560,0.36,0.82,0.95,0.71875,0.921875
"user0521","social","female","yes",0.67,0.55,0.8,0.78,0.67,13652,718,5834,7818,152,566,13304,691,0.55,0.91,0.98,0.8,0.955555555555555
"user0522","social","male","yes",0.58,0.5,0.6,0.72,0.39,954,113,752,202,22,91,954,113,0.18,0.55,0.92,0.451219512195122,0.902439024390244
"user0523","social","male","yes",0.75,0.75,0.73,0.72,0.56,0,0,0,0,0,0,0,0,0.45,0.73,0.96,0.509090909090909,0.927272727272727
"user0524","social","male","yes",0.58,0.65,0.73,0.72,0.67,1056,105,711,345,29,76,1056,105,0.18,NA,0.61,NA,0.524390243902439
"user0525","social","male","yes",0.67,0.45,0.73,0.67,0.67,1004,239,619,385,21,218,1004,239,0.73,0.91,0.94,0.666666666666667,0.777777777777778
"user0526","social","male","yes",0.33,0.6,0.27,0.28,0.5,0,0,0,0,0,0,0,0,0.09,0.64,0.32,0.604395604395604,0.252747252747253
"user0527","social","female","yes",0.42,0.25,0.6,0.67,0.17,3157,252,2044,1113,26,226,3157,252,0.18,0.36,0.93,0.219512195121951,0.914634146341463
"user0528","social","male","yes",0.5,0.25,0.67,0.61,0.61,0,0,0,0,0,0,0,0,0,0.73,0.54,0.73,0.54
"user0529","social","male","yes",0.58,0.35,0.6,0.72,0.39,0,0,0,0,0,0,0,0,0.09,0,0.69,-0.0989010989010989,0.659340659340659
"user0530","social","female","yes",0.5,0.4,0.8,0.44,0.5,1946,168,1473,473,36,132,0,0,0,NA,0.75,NA,0.75
"user0531","social","male","yes",0.58,0.4,0.8,0.5,0.5,662,48,484,178,17,31,0,0,0.09,0.27,0.83,0.197802197802198,0.813186813186813
"user0532","social","male","yes",0.33,0.25,0.47,0.5,0.44,0,0,0,0,0,0,0,0,0.18,0.18,0.56,0,0.463414634146341
"user0533","social","female","yes",0.58,0.5,0.6,0.72,0.61,10562,586,6987,3575,150,436,0,0,0.09,NA,0.82,NA,0.802197802197802
"user0534","social","female","yes",0.58,0,0.87,0.83,0.44,10054,706,7233,2821,219,487,9942,701,0.09,0.73,0.87,0.703296703296703,0.857142857142857
"user0535","social",NA,"yes",NA,NA,NA,NA,NA,3773,198,2516,1257,30,168,0,0,NA,0.45,0.7,NA,NA
"user0536","social","male","yes",0.58,0.15,0.67,0.72,0.5,0,0,0,0,0,0,0,0,0,NA,0.56,NA,0.56
"user0537","social","male","yes",0.42,0.1,0.87,0.56,0.83,0,0,0,0,0,0,0,0,0.09,NA,0.91,NA,0.901098901098901
"user0538","social","male","yes",0.67,0.7,1,0.5,0.5,410,12,410,0,12,0,0,0,0.36,0.09,0.52,-0.421875,0.25
"user0539","social","male","yes",0.58,0.6,0.67,0.67,0.67,1848,290,1273,575,43,247,0,0,0.27,0.82,1,0.753424657534246,1
"user0540","social","male","yes",0.75,0.7,1,0.67,0.67,2110,74,1893,217,34,40,2110,74,0,0.91,0.9,0.91,0.9
"user0541","social","male","yes",0.25,0.5,0.67,0.39,0.56,0,0,0,0,0,0,0,0,0.18,0.73,0.78,0.670731707317073,0.731707317073171
"user0542","social","female","yes",0.67,0.65,0.87,0.83,0.83,978,23,978,0,23,0,978,23,0.27,0.82,0.89,0.753424657534246,0.849315068493151
"user0543","social","male","yes",0.33,0.25,0.33,0.5,0.5,0,0,0,0,0,0,0,0,0.09,0.27,0.59,0.197802197802198,0.549450549450549
"user0544","social","male","yes",0.58,0.3,0.67,0.83,0.78,0,0,0,0,0,0,0,0,0.09,0.18,0.44,0.0989010989010989,0.384615384615385
"user0545","social",NA,"no",NA,NA,NA,NA,NA,91,2,91,0,2,0,91,2,0.55,NA,-1,NA,NA
"user0546","social","male","yes",0.75,0.7,0.87,0.83,0.94,1226,165,931,295,28,137,1226,165,0.55,NA,0.83,NA,0.622222222222222
"user0547","social","male","yes",0.58,0.45,0.6,0.67,0.67,638,99,423,215,15,84,638,99,0.18,0.91,0.97,0.890243902439024,0.963414634146341
"user0548","social","female","yes",0.75,0.5,1,0.78,0.67,677,108,517,160,20,88,677,108,0,0.09,0.6,0.09,0.6
"user0549","social","male","yes",0.58,0.5,0.67,0.78,0.83,0,0,0,0,0,0,0,0,0.09,0.27,0.75,0.197802197802198,0.725274725274725
"user0550","social","male","yes",0.83,0.7,1,0.67,0.89,4507,857,2825,1682,108,749,3282,574,0.91,0.64,0.98,-3,0.777777777777777
"user0551","social","male","yes",0.58,0.65,0.47,0.78,0.33,6312,464,3506,2806,87,377,6312,464,0.73,NA,0.92,NA,0.703703703703704
"user0552","social","male","no",0.58,0.7,0.73,0.89,1,0,0,0,0,0,0,0,0,0.09,NA,-1,NA,NA
"user0553","social","female","yes",0.58,0.9,0.73,0.83,0.17,1936,243,1266,670,23,220,0,0,0.18,0.73,0.94,0.670731707317073,0.926829268292683
"user0554","social","male","yes",0.5,0.7,0.6,0.61,0.5,4982,51,4982,0,51,0,0,0,0.27,NA,0.85,NA,0.794520547945205
"user0555","social","male","yes",0.58,0.5,0.6,0.61,0.44,132,3,132,0,3,0,132,3,0.27,0.82,0.87,0.753424657534246,0.821917808219178
"user0557","social","male","yes",0.58,0.5,0.73,0.61,0.83,0,0,0,0,0,0,0,0,0.09,0.64,0.91,0.604395604395604,0.901098901098901
"user0558","social","male","no",0.5,0.45,0.6,0.44,0.83,0,0,0,0,0,0,0,0,0,NA,-1,NA,NA
"user0559","social","female","no",0.5,0.5,0.8,0.67,0.67,0,0,0,0,0,0,0,0,0.09,NA,-1,NA,NA
"user0560","social","female","yes",0.25,0.3,0.2,0.5,0.5,6429,186,5935,494,94,92,0,0,0,0.27,0.57,0.27,0.57
"user0561","social","male","yes",0.58,0.55,0.53,0.61,0.67,591,44,539,52,18,26,0,0,0.82,0.73,0.7,-0.5,-0.666666666666666
"user0562","social","male","no",0.42,0.45,0.6,0.56,0.44,0,0,0,0,0,0,0,0,0.09,NA,-1,NA,NA
"user0563","social","male","yes",0.5,0.35,0.6,0.33,0.61,8759,181,8695,64,159,22,0,0,0,0.73,0.92,0.73,0.92
"user0564","social","male","yes",0.42,0.55,0.67,0.39,0.5,3189,322,2257,932,67,255,3189,322,0.09,0,0.95,-0.0989010989010989,0.945054945054945
"user0565","social","female","no",0.75,0.35,0.67,0.72,0.17,0,0,0,0,0,0,0,0,0.27,NA,-1,NA,NA
"user0566","social","male","yes",0.42,0.45,0.53,0.39,0.56,897,117,681,216,18,99,0,0,0.18,0.55,0.95,0.451219512195122,0.939024390243902
"user0567","social","male","yes",0.33,0.5,0.6,0.61,0.44,1163,328,0,1163,0,328,0,0,0.18,0.36,0.29,0.219512195121951,0.134146341463415
"user0568","social","male","no",0.5,0,0.33,0.61,0.17,0,0,0,0,0,0,0,0,0,NA,-1,NA,NA
"user0569","social","male","no",0.58,0.5,0.67,0.67,0.67,0,0,0,0,0,0,0,0,0.45,NA,-1,NA,NA
"user0570","social","male","yes",0.42,0.45,0.6,0.67,0.11,0,0,0,0,0,0,0,0,0.18,0.55,0.66,0.451219512195122,0.585365853658537
"user0571","social","female","yes",0.42,0.3,0.53,0.78,0.72,0,0,0,0,0,0,0,0,0.18,0.45,0.67,0.329268292682927,0.597560975609756
"user0572","social","female","yes",0.58,0.6,0.87,0.83,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"user0573","social","female","yes",0.58,0.5,0.67,0.67,0.67,893,104,563,330,23,81,0,0,0,0.55,0.9,0.55,0.9
"user0574","social","male","yes",0.67,0.85,1,0.83,0.5,1338,118,1156,182,35,83,0,0,0,NA,0.8,NA,0.8
"user0575","social","male","yes",0.42,0.6,0.47,0.67,0.5,1118,184,669,449,28,156,938,116,0.09,0.27,0.87,0.197802197802198,0.857142857142857
"user0576","social","female","yes",0.17,0.15,0.33,0.33,0.06,858,125,605,253,25,100,858,125,0.27,0.36,0.6,0.123287671232877,0.452054794520548
"user0577","social","female","no",0.5,0.6,0.73,0.78,0.56,0,0,0,0,0,0,0,0,0.64,NA,-1,NA,NA
"user0578","social","female","yes",0.42,0.55,0.4,0.61,0.61,14389,821,7644,6745,130,691,2214,196,0.18,0.82,0.95,0.780487804878049,0.939024390243902
"user0579","social","female","no",0.67,0.1,1,0.83,0.17,0,0,0,0,0,0,0,0,0.18,NA,-1,NA,NA
"user0580","social","female","yes",0.33,0.25,0.67,0.61,0.33,0,0,0,0,0,0,0,0,0.18,0.36,0.55,0.219512195121951,0.451219512195122
"user0581","social","male","yes",0.75,0.95,0.87,0.83,0.72,63,3,63,0,3,0,0,0,0.82,0.91,0.95,0.5,0.722222222222222
"user0582","social",NA,"no",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA
"user0583","social","male","yes",0.5,0.75,0.47,0.22,0.67,656,99,389,267,12,87,0,0,0.36,0.82,0.85,0.71875,0.765625
"user0584","social","male","yes",0.58,0.6,0.6,0.67,0.83,4363,367,2406,1957,45,322,4312,343,0.36,0.82,0.94,0.71875,0.90625
"user0585","social","male","no",0.33,0.4,0.53,0.56,0.17,0,0,0,0,0,0,0,0,0.09,NA,-1,NA,NA
"user0586","social",NA,"no",NA,NA,NA,NA,NA,1416,208,934,482,33,175,1416,208,NA,NA,-1,NA,NA
"user0587","social",NA,"no",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA
"user0590","social",NA,"yes",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0.96,NA,NA
"user0626","social","female",NA,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA
"user0628","social","male","no",0.33,0.1,0.47,0.39,0.5,0,0,0,0,0,0,0,0,0,NA,-1,NA,NA
"user0629","social","male","yes",0.42,0.6,0.67,0.67,0.72,8354,852,6856,1498,157,695,7461,696,1,1,0.91,NA,-Inf
"user0630","social","male","no",0.67,0.7,0.67,0.78,0,0,0,0,0,0,0,0,0,0.82,NA,-1,NA,NA
"user0631","social","male","yes",0.5,0.45,0.6,0.72,0.83,1010,41,981,29,36,5,1010,41,0.09,0.73,0.98,0.703296703296703,0.978021978021978
"user0632","social","male","yes",0.67,0.5,0.6,0.56,0.28,0,0,0,0,0,0,0,0,0.09,0.73,0.74,0.703296703296703,0.714285714285714
"user0633","social","male","yes",0.58,0.5,0.67,0.56,0.5,0,0,0,0,0,0,0,0,0.18,0.64,0.93,0.560975609756098,0.914634146341463
"user0634","social","female","yes",0.67,0.4,0.67,0.89,0.83,1046,246,626,420,15,231,0,0,NA,0.64,0.95,NA,NA
"user0635","social","male","yes",0.42,0.3,0.6,0.67,0.72,2190,315,1415,775,25,290,2190,315,0.18,0.73,0.91,0.670731707317073,0.890243902439024
"user0636","social","male","yes",0.5,0.7,0.53,0.5,0.67,0,0,0,0,0,0,0,0,0.18,0.45,0.86,0.329268292682927,0.829268292682927
"user0637","social","male","yes",0.58,0.3,0.67,0.89,0.72,4155,245,2463,1692,45,200,4155,245,0.18,0.73,0.9,0.670731707317073,0.878048780487805
"user0638","social","male","yes",0.67,0.65,0.6,0.61,0.61,0,0,0,0,0,0,0,0,0.18,0.55,0.92,0.451219512195122,0.902439024390244
"user0639","social","male","yes",0.58,0.05,0.6,0.61,0.61,0,0,0,0,0,0,0,0,0.18,NA,0.57,NA,0.475609756097561
"user0640","social","male","yes",0.5,0.3,0.67,0.5,0.56,3783,72,3681,102,50,22,0,0,0.09,0.55,0.81,0.505494505494506,0.791208791208791
"user0641","social","female","yes",0.33,0.55,0.47,0.72,0.94,3616,456,2557,1059,93,363,3616,456,0.09,0.18,0.55,0.0989010989010989,0.505494505494506
"user0642","social","female","yes",0.92,0.65,0.8,0.94,0.78,15046,842,7703,7343,124,718,12489,690,0.18,1,0.99,1,0.98780487804878
"user0643","social","male","yes",0.58,0.65,0.93,0.83,0,0,0,0,0,0,0,0,0,0.36,0.73,0.79,0.578125,0.671875
"user0644","social","male","yes",0.67,0.5,0.93,0.72,0.61,0,0,0,0,0,0,0,0,0.18,0.36,0.73,0.219512195121951,0.670731707317073
"user0645","social","male","yes",0.58,0.65,0.6,0.78,0.78,1431,173,1075,356,25,148,0,0,0.18,0.91,0.9,0.890243902439024,0.878048780487805
"user0646","social","male","yes",0.58,0.25,0.6,0.67,0.5,0,0,0,0,0,0,0,0,0.09,0.27,0.82,0.197802197802198,0.802197802197802
"user0647","social","male","no",0.5,0.6,0.73,0.78,0.83,0,0,0,0,0,0,0,0,0.45,NA,-1,NA,NA
"user0648","social","male","yes",0.67,0.5,0.8,0.89,0.67,2450,323,2061,389,87,236,2450,323,0.18,0.27,0.69,0.109756097560976,0.621951219512195
"user0649","social","male","yes",0.58,0.4,0.67,0.61,0.67,0,0,0,0,0,0,0,0,0.09,0.36,0.73,0.296703296703297,0.703296703296703
"user0650","social","male","yes",0.67,0.6,0.67,1,0.78,7075,498,5079,1996,73,425,2938,269,0.27,0.91,0.92,0.876712328767123,0.89041095890411
"user0651","social","male","yes",0.67,0.5,1,0.83,0.83,6233,593,4670,1563,109,484,5311,527,0.73,0.91,0.93,0.666666666666667,0.740740740740741
"user0652","social","female","yes",0.58,0.6,0.73,0.78,0.72,1639,209,1274,365,39,170,1501,206,0.27,1,0.99,1,0.986301369863014
"user0653","social","male","yes",0.75,0.85,0.8,0.56,0.61,3348,387,2663,685,54,333,0,0,0.82,NA,0.94,NA,0.666666666666666
"user0654","social","male","yes",0.67,1,1,1,0,0,0,0,0,0,0,0,0,0.09,0.55,0.89,0.505494505494506,0.879120879120879
"user0655","social","male","no",0.67,0.7,0.73,0.67,0.5,0,0,0,0,0,0,0,0,0.73,NA,-1,NA,NA
"user0656","social","male","no",0.58,0,0.6,0.67,0.5,0,0,0,0,0,0,0,0,0.09,NA,-1,NA,NA
"user0657","social","male","yes",0.42,0.65,0.6,1,0.5,1549,59,1370,179,37,22,0,0,0.09,0.45,0.61,0.395604395604396,0.571428571428571
"user0658","social","male","yes",0.58,0.75,0.6,0.56,0.5,1188,111,977,211,25,86,1188,111,0.18,0.73,0.61,0.670731707317073,0.524390243902439
"user0659","social","male","yes",0.58,0.1,0.87,0.83,0.83,4193,328,2754,1439,64,264,4193,328,0.09,0.64,0.95,0.604395604395604,0.945054945054945
"user0660","social","male","yes",0.67,0.8,1,0.83,0.89,6261,802,4907,1354,154,648,5055,603,0.64,0.82,0.85,0.5,0.583333333333333
"user0661","social","female","yes",0.33,0.55,0.8,0.83,0.22,0,0,0,0,0,0,0,0,0,NA,0.95,NA,0.95
"user0662","social","female","yes",0.5,0.4,0.73,0.83,0.83,529,79,175,354,5,74,32,15,0,0,0.53,0,0.53
"user0663","social","male","yes",0.58,0.5,0.6,0.78,0.33,3065,59,3006,59,50,9,0,0,0.36,0.64,0.79,0.4375,0.671875
"user0664","social","female","no",0.5,0.3,0.6,0.44,0.17,0,0,0,0,0,0,0,0,0.09,NA,-1,NA,NA
"user0665","social","female","yes",0.5,0.2,0.33,0.67,0.78,302,29,251,51,13,16,0,0,0.18,NA,0.86,NA,0.829268292682927
"user0666","social","male","no",0.92,0.9,0.73,0.83,0.83,0,0,0,0,0,0,0,0,0.27,NA,-1,NA,NA
"user0667","social","male","yes",0.58,0.45,0.73,0.67,0.83,2343,194,2024,319,43,151,0,0,0.36,0.73,0.85,0.578125,0.765625
"user0668","social","male","yes",0.67,0.35,0.67,0.78,0.72,2070,80,2062,8,78,2,0,0,0.09,0.55,0.89,0.505494505494506,0.879120879120879
"user0669","social","male","yes",0.92,0.6,0.87,0.94,1,0,0,0,0,0,0,0,0,0.18,NA,0.84,NA,0.804878048780488
"user0670","social","female","yes",0.42,0.55,0.67,0.78,0.78,0,0,0,0,0,0,0,0,0.64,1,0.92,1,0.777777777777778
"user0671","social","male","yes",0.58,0.5,0.73,0.72,0.56,0,0,0,0,0,0,0,0,0.18,0.18,0.44,0,0.317073170731707
"user0672","social","female","yes",0.42,0.45,0.67,0.72,0,0,0,0,0,0,0,0,0,0.09,0.64,0.62,0.604395604395604,0.582417582417582
"user0673","social","male","yes",0.33,0,0.67,0.44,0.33,2239,227,1751,488,34,193,0,0,0,0.55,0.79,0.55,0.79
"user0674","social","male","yes",0.5,0.2,0.67,0.61,0.39,0,0,0,0,0,0,0,0,0.45,0.36,0.54,-0.163636363636364,0.163636363636364
"user0675","social","female","no",0.5,0.45,0.67,0.61,0.67,0,0,0,0,0,0,0,0,0.09,NA,-1,NA,NA
"user0676","social","male","yes",0.67,0.85,0.93,0.78,0.94,0,0,0,0,0,0,0,0,0.82,NA,0.84,NA,0.111111111111111
"user0677","social","female","yes",0.42,0.35,0.67,0.72,0.72,2369,605,1099,1270,41,564,1623,365,0.09,0.64,0.71,0.604395604395604,0.681318681318681
"user0678","social","female","yes",0.5,0.35,0.4,0.56,0.5,889,96,641,248,16,80,889,96,0.27,0.91,0.91,0.876712328767123,0.876712328767123
"user0679","social","male","yes",0.75,0.5,0.67,0.89,0.67,120,4,120,0,4,0,120,4,0.09,0.64,0.95,0.604395604395604,0.945054945054945
"user0680","social","male","yes",0.58,0.75,0.67,0.83,0.67,8406,697,6121,2285,167,530,8406,697,0.73,1,0.96,1,0.851851851851852
"user0683","social","female","yes",0.5,0.05,0.73,0.72,0.72,0,0,0,0,0,0,0,0,0.09,0.45,0.7,0.395604395604396,0.67032967032967
"user0684","social","female","yes",0.25,0.15,0.6,0.33,0.44,8433,666,6696,1737,179,487,8433,666,0.09,0.36,0.5,0.296703296703297,0.450549450549451
"user0685","social","male","yes",0.5,0.4,0.47,0.33,0.39,0,0,0,0,0,0,0,0,0.09,0.73,0.96,0.703296703296703,0.956043956043956
"user0686","social","female","yes",0.92,0.75,0.93,0.83,0.44,1248,137,742,506,23,114,914,91,0,0.64,0.89,0.64,0.89
"user0687","social",NA,"yes",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0.34,NA,NA
"user0688","social","male","yes",0.67,0.1,0.67,0.56,0.72,0,0,0,0,0,0,0,0,0.18,0.64,0.85,0.560975609756098,0.817073170731707
"user0689","social","male","yes",0.5,0.4,0.67,0.67,0.5,0,0,0,0,0,0,0,0,0.18,0.45,0.6,0.329268292682927,0.512195121951219
"user0690","social","female","yes",0.42,0,0.67,0.5,0.5,1124,151,691,433,8,143,0,0,0.09,0.55,0.91,0.505494505494506,0.901098901098901
"user0691","social","female","yes",0.42,0.35,0.8,0.28,0.61,0,0,0,0,0,0,0,0,0.09,0.36,0.73,0.296703296703297,0.703296703296703
"user0692","social","male","yes",0.5,0.7,0.73,0.61,0.72,0,0,0,0,0,0,0,0,0.36,0.55,0.87,0.296875,0.796875
"user0693","social","female","yes",0.58,0.7,0.87,0.89,0.83,0,0,0,0,0,0,0,0,0.27,NA,0.77,NA,0.684931506849315
"user0694","social","female","no",0.67,0.7,0.67,0.78,0.28,69,3,69,0,3,0,69,3,0,NA,-1,NA,NA
"user0695","social","female","yes",0.33,1,0.73,0.5,0.5,2657,223,2254,403,42,181,0,0,0,0.09,0.85,0.09,0.85
"user0696","social","male","yes",0.5,0.15,0.4,0.67,0.5,0,0,0,0,0,0,0,0,0.09,NA,0.51,NA,0.461538461538462
"user0697","social","male","yes",0.5,0.7,0.4,0.33,0.61,0,0,0,0,0,0,0,0,0.18,0.18,0.56,0,0.463414634146341
"user0698","social","male","yes",0.42,0.5,0.47,0.44,0.5,1372,239,1134,238,64,175,1372,239,0.27,NA,0.53,NA,0.356164383561644
"user0699","social","male","no",0.42,0.5,0.53,0.5,0.72,0,0,0,0,0,0,0,0,0.09,NA,-1,NA,NA
"user0700","social","male","yes",0.5,0.65,0.67,0.56,0.5,357,127,0,357,0,127,357,127,0,0.36,0.63,0.36,0.63
"user0701","social","female","yes",0.75,0.5,1,0.89,0.72,1410,105,795,615,14,91,1142,103,0.09,0.36,0.91,0.296703296703297,0.901098901098901
"user0702","social","male","no",0.42,0.5,0.53,0.67,0.67,0,0,0,0,0,0,0,0,0.09,NA,-1,NA,NA
"user0703","social","male","yes",0.5,0.65,0.8,0.78,0.72,2106,411,774,1332,27,384,2106,411,0.09,NA,0.67,NA,0.637362637362637
"user0704","social","male","yes",0.42,0.65,0.73,0.72,0.33,0,0,0,0,0,0,0,0,0.27,NA,0.55,NA,0.383561643835616
"user0705","social","male","yes",0.5,0.75,0.73,0.44,0.28,26,9,9,17,1,8,0,0,0.36,NA,0.6,NA,0.375
"user0706","social","male","no",0.67,0.75,0.67,0.67,0.67,0,0,0,0,0,0,0,0,0.73,NA,-1,NA,NA
"user0707","social","female","yes",0.67,0.25,0.8,0.61,0.44,3170,161,2724,446,59,102,3170,161,0.09,0,0.47,-0.0989010989010989,0.417582417582418
"user0708","social","male","no",0.67,0.75,0.8,0.83,0.5,0,0,0,0,0,0,0,0,0.36,NA,-1,NA,NA
